parameter,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,true_value,Scenario,Batch,N_Sample
r0,1.7484880607532287,0.05941683418061155,0.5234761955963322,0.9700765156810284,1.374389579967691,1.6572574887823404,2.034497115225682,3.016150913304803,77.6202180713288,1.0332977166392343,3,1,2,300
ba1,-0.013819774461490516,5.268629791345932e-4,0.004630794094122845,-0.023145869960324028,-0.01685394166461137,-0.013480800081416573,-0.010624024931754354,-0.0051579115270846245,77.25303938407428,1.0321907572562155,-0.025,1,2,300
r0,2.8588120803075863,0.07161746979081889,0.7153556746485904,1.6958302043726996,2.348956809340891,2.735445405937317,3.267959812068418,4.719677797422148,99.77140914329141,1.0195895408060986,3,1,3,300
ba1,-0.023176676180195692,3.951366572837462e-4,0.0040799334394321235,-0.031700653519322684,-0.02587939353929125,-0.023052798514891323,-0.020382629327773575,-0.014673568701340314,106.61333109092593,1.0157257722379807,-0.025,1,3,300
r0,2.8209564050465548,0.08079686874134691,0.7210949457500275,1.6409775342661563,2.300079121501433,2.725034044466839,3.2477871837513836,4.324261728936268,79.65184552173179,1.0235269582518682,3,1,4,300
ba1,-0.02325457422159989,4.79917083663583e-4,0.004230321037831988,-0.031160890555891364,-0.026210851609576105,-0.023085373303605022,-0.020516830711614434,-0.01481167554813064,77.69878623127573,1.030089686651603,-0.025,1,4,300
r0,2.1327991695850637,0.05929278505929908,0.5693479096081324,1.2319550817370193,1.7227859645561907,2.0522921891055317,2.479126469646213,3.342662125841814,92.20442428689144,1.0200456842409016,3,1,5,300
ba1,-0.018908247225045263,4.501331519442451e-4,0.004432997630277188,-0.027419309534899745,-0.02167338552323672,-0.018874215931974164,-0.01585635887977401,-0.01035250909186705,96.98688235932275,1.01424398910436,-0.025,1,5,300
r0,2.735172668962028,0.0502307948515922,0.5146454297033295,1.8273493753589636,2.4110874218680105,2.6970944435343807,3.0388062266644225,3.9209704172826756,104.97264488567859,1.0182289790543881,3,1,1,500
ba1,-0.022475784079184383,3.100337335997124e-4,0.003117036582317401,-0.028727406283036116,-0.024527940609614097,-0.022487535339296743,-0.020494916910954127,-0.0158152340398457,101.08015469348881,1.0209625121549744,-0.025,1,1,500
r0,3.0079993304697203,0.0787681702055528,0.679646920256278,1.910667828820434,2.4947400815211687,2.9514353816467844,3.467763099082708,4.477323503781198,74.45008412539372,1.07492493060168,3,1,2,500
ba1,-0.024560552463047332,4.427392867758642e-4,0.0037039297393645114,-0.031326975882352615,-0.02737552388179112,-0.02483396547537345,-0.02181930943995785,-0.017293163405434873,69.98893056328845,1.078510407141705,-0.025,1,2,500
r0,3.2135571677112322,0.08021851357275607,0.6632480470499509,2.1865469944112617,2.7546263994387825,3.150386897174068,3.593548317508937,4.765008051486471,68.36010781591946,1.047014769688838,3,1,3,500
ba1,-0.025038185104541658,4.086731428642737e-4,0.003351896884025912,-0.03167848271917649,-0.027063337120471813,-0.024937970960590698,-0.022826298835047592,-0.01877274080345665,67.27118904087183,1.049726022111488,-0.025,1,3,500
r0,3.080728803949237,0.08427131446298797,0.6843250261066492,1.883592805129107,2.6099369223756623,3.0026665211354002,3.5038075715760018,4.830276220294687,65.94248498365896,1.0451724275668153,3,1,4,500
ba1,-0.02466143556260925,4.3780750587316347e-4,0.0036030123165685804,-0.03264521275552054,-0.027078056486327662,-0.02482160850723477,-0.022255948710504115,-0.01693730433741386,67.72750664480239,1.044050380078022,-0.025,1,4,500
r0,3.3196173883153883,0.1671195529689839,0.850619582368802,2.0283410756946405,2.686606241468097,3.1558302910285208,3.7745092544442236,5.24312359316351,25.90694615602055,1.1246339119172042,3,1,5,500
ba1,-0.025893828089127668,7.859688471816159e-4,0.004126209712086844,-0.034055379724235106,-0.028740362806016065,-0.025616715730757134,-0.022776988973968987,-0.018576224703412837,27.560806925848684,1.129658734967952,-0.025,1,5,500
r0,4.209419099734489,0.11875216622560726,0.9404727047164915,2.828666962933231,3.4949320760206453,3.9925958211791555,4.804834713600587,6.219584840538067,62.7204708473652,1.0268035006484078,3,1,1,700
ba1,-0.030616925194722963,4.3241251145730215e-4,0.003545335293327911,-0.03728472554636549,-0.033113950659586666,-0.030343152512188033,-0.027985204608257333,-0.024604457436468108,67.22303641244285,1.0245640943455636,-0.025,1,1,700
r0,2.5586155095699192,0.051350832098487786,0.4988393329368471,1.8036598575787213,2.200332637027517,2.4706725671498324,2.8701309154200274,3.6361299095269377,94.36836026254079,1.0419970119825865,3,1,2,700
ba1,-0.02233436002597003,3.3318895666528914e-4,0.0032015518440847517,-0.028524173378949254,-0.024547522043708893,-0.02198853828942132,-0.020151583655997007,-0.016699157160163864,92.32937181451551,1.0436970178356568,-0.025,1,2,700
r0,2.878610651633797,0.06976039484815301,0.5689078265050515,2.0439950169649537,2.43126184044938,2.783465474550196,3.245732003256989,4.196321624963318,66.5067853959684,1.009992814039129,3,1,3,700
ba1,-0.024328574152820442,3.7566781015768616e-4,0.003188413515504278,-0.030771941788473797,-0.026651836196785433,-0.024168553258026824,-0.021935242379086582,-0.01914366939537338,72.03462775784347,1.0135588814706686,-0.025,1,3,700
r0,2.3820326846488094,0.058916199638528406,0.46123193068263313,1.571307237164833,2.0827395712353978,2.333468463941683,2.6437192373478027,3.520894156343349,61.2871294908658,1.0171322076521716,3,1,4,700
ba1,-0.021315850242115554,3.6852795910348826e-4,0.0031509535702922246,-0.027839047291477195,-0.023330619812357595,-0.021335918647903084,-0.01940276128696665,-0.014702370668252605,73.10433376998368,1.010236541198672,-0.025,1,4,700
r0,3.1286050399489267,0.04726295898675754,0.5092717608291693,2.2752337150783335,2.788778911397957,3.0928309678729002,3.4087901429629843,4.1814843093579945,116.10672479225816,0.9997034417619833,3,1,5,700
ba1,-0.02582504223440299,2.47561519537155e-4,0.002640463470730663,-0.03098528967143177,-0.027376268071281084,-0.025805681693858645,-0.024130000083775846,-0.020941478704127575,113.7611694340409,1.0033398975212577,-0.025,1,5,700
r0,2.917184322894482,0.04973899544320426,0.45465919279376626,2.115242644648587,2.592525497589507,2.8926338288712565,3.239356058022428,3.9777752203856496,83.55605624552635,1.024996141423475,3,1,1,900
ba1,-0.02508034426644948,2.715404522121818e-4,0.0025552254999012458,-0.03030713942441551,-0.02683676389166937,-0.02524517234354636,-0.023343022390231463,-0.020227565277790887,88.55016848872077,1.0212298162299676,-0.025,1,1,900
r0,2.8953997379108083,0.12209939858454169,0.6225334992708595,2.0809478859359003,2.4552690596018163,2.824394988350071,3.167962889866934,4.776304075644941,25.99551364318226,1.1158374593334137,3,1,2,900
ba1,-0.02383004264238475,5.69813776744014e-4,0.0031219047864357407,-0.032182695199344184,-0.025461213924263017,-0.02374964562365168,-0.021468402250446578,-0.018966167791047633,30.017423788619677,1.1000170684044976,-0.025,1,2,900
r0,2.1508595750052177,0.029585441679944077,0.30343708923636203,1.512637682786666,1.9278930661734401,2.170541098862244,2.363251387829265,2.7324654706916656,105.19163681242054,1.0471135764420652,3,1,3,900
ba1,-0.01973334264045006,2.2912871307436458e-4,0.002382432412818349,-0.023816768125903897,-0.021416159717048223,-0.0201507551723036,-0.018176087300984793,-0.014304334048682102,108.1140524312597,1.0453495973663793,-0.025,1,3,900
r0,2.274891739627047,0.04964629398705801,0.4348934693265378,1.5890255871084613,1.9560203122688178,2.2459971461282455,2.5587142331017145,3.234746508836225,76.7347535637455,1.061750049887242,3,1,4,900
ba1,-0.019525172679694336,3.449821943213928e-4,0.0031057285818250954,-0.025724630942000296,-0.02168594550814462,-0.019562762354118017,-0.017320428579096967,-0.013892134261596014,81.04638292379212,1.0637037275450312,-0.025,1,4,900
r0,2.625666530805761,0.07048794656536703,0.42441060991785035,1.679395856482221,2.3611938633023004,2.640737515270521,2.8635361365812386,3.481145826011428,36.25289946971376,1.0998424875595705,3,1,5,900
ba1,-0.02298954920923652,4.963002400214239e-4,0.0027985134899828133,-0.027926417019205656,-0.024745478234357094,-0.023165344034444448,-0.02147390235977676,-0.01634822270748489,31.795513186796384,1.1208168771581435,-0.025,1,5,900
r0,2.6180897625953556,0.046553673527204326,0.37247112159279183,1.9547757410284976,2.3845747821627308,2.5904044380213156,2.863065675655239,3.565763555816205,64.01434411860772,0.9996687294438588,3,1,1,1100
ba1,-0.021591210757773368,2.8972479166357854e-4,0.002331592927972192,-0.026535999726470822,-0.023254933453078205,-0.021567193680406264,-0.020123183402655197,-0.0169808922846358,64.76407100669934,0.9990472294627651,-0.025,1,1,1100
r0,2.488479973915444,0.0368943678184621,0.32188521987651386,1.8985971405755375,2.263814622043726,2.4679811550407074,2.6991778047555837,3.0862729086897174,76.11704584345497,1.0437350932847886,3,1,2,1100
ba1,-0.02282333067088974,2.534942434794417e-4,0.0021881806247904183,-0.026656336211203523,-0.024422085876471294,-0.022850337959481437,-0.02131902043633302,-0.018739861393606266,74.51267133717376,1.0423172766663797,-0.025,1,2,1100
r0,2.9372008782539365,0.03699976102648795,0.41525345599679414,2.1641245189385554,2.6571490844600993,2.9111296323579934,3.1999371026801793,3.7847602294362463,125.95884599806097,1.0062735130593672,3,1,3,1100
ba1,-0.024357293512207324,2.0524248059209708e-4,0.0023502009379684583,-0.028773529018541487,-0.025963725698161542,-0.024305507779669458,-0.022887139089869356,-0.019585855329573677,131.1219745465827,1.0074820659951207,-0.025,1,3,1100
r0,2.9628815584579433,0.07066626214019071,0.42624937794909795,2.3283325752560216,2.6317981385323197,2.9246754430517425,3.182225634839771,3.9282571382937763,36.383399588864826,1.1184834972189,3,1,4,1100
ba1,-0.024695940070335688,3.7072941281929327e-4,0.002313877753622833,-0.02974498629129338,-0.026221258317465374,-0.024592433978763206,-0.023065170242592012,-0.020771791329864762,38.955316271545314,1.1145254722513696,-0.025,1,4,1100
r0,3.012434983610892,0.035157312126776384,0.365902962784313,2.394595154967089,2.725770952814484,2.9796285681320365,3.283116231652954,3.727541264044875,108.31797263108741,1.0089111956681007,3,1,5,1100
ba1,-0.024711138035698268,1.8874384743698824e-4,0.002005984067796652,-0.028359197085785617,-0.02613308157245703,-0.024575534224339717,-0.0232136152471039,-0.02069948983024217,112.95601215438606,1.0091868856724857,-0.025,1,5,1100
r0,2.6418295739772546,0.0614087568438056,0.41721498583159033,1.949973280181793,2.345400489550598,2.610968294851212,2.886591610412466,3.6089242536500015,46.15929715564442,1.019156009426453,3,1,1,1300
ba1,-0.022548587597158498,3.600074115423749e-4,0.0025753275060453264,-0.027734083379599445,-0.024109369930862178,-0.02251241108551344,-0.020819344435455567,-0.017598444994517577,51.17313800022001,1.016848036972516,-0.025,1,1,1300
r0,2.356469766678256,0.033027987064527295,0.30212135477157676,1.8455943583879677,2.115440520293828,2.371268360558923,2.567137750962143,2.9384409889698992,83.67556149458618,1.0681224993585532,3,1,2,1300
ba1,-0.020985117461649917,2.3930666882497246e-4,0.002153757963258191,-0.024756163030223835,-0.022510820732096967,-0.02117002455068938,-0.019264261131537872,-0.017007248892071156,80.99984534078965,1.0718994454905353,-0.025,1,2,1300
r0,3.704630933982339,0.06838184629770375,0.5496151656991434,2.6204111024369587,3.358877648184598,3.751634608412794,4.025673947231424,4.764285702287664,64.60048383022695,1.0480898958053282,3,1,3,1300
ba1,-0.02755777045283427,3.0623506359223074e-4,0.0024977439864385382,-0.03161828094100367,-0.029092270991049607,-0.027903834716147317,-0.02603415277755071,-0.022012168892915664,66.52517307979797,1.0432493780634209,-0.025,1,3,1300
r0,2.56346331969397,0.032883391579318945,0.3366935518497359,2.0619430909893195,2.327493676197078,2.524592058581664,2.7556972172532124,3.304418189331225,104.8374357790809,1.0098109020174195,3,1,4,1300
ba1,-0.022613671981950516,1.9772585664739922e-4,0.0020953666269306853,-0.027232719922370387,-0.023855942841540245,-0.02252770793780219,-0.021138359815127038,-0.01885070582941829,112.30345399217147,1.0081809227884384,-0.025,1,4,1300
r0,2.212036584259032,0.06022734953795542,0.366512109099685,1.6495450176537714,1.9432338164390923,2.138919325855821,2.4664258666131422,2.9713405579651933,37.03302197461226,1.0923356225669587,3,1,5,1300
ba1,-0.020102668214091225,4.404047633994629e-4,0.0027156867089825924,-0.0253818786895964,-0.022096441495500916,-0.01977557140587846,-0.018160340317946187,-0.015287942928615909,38.02378260605196,1.0896556760373763,-0.025,1,5,1300
r0,2.4940389175806192,0.03999305640870398,0.3290069211625449,1.9143488995791496,2.2673315818600877,2.4261677559532338,2.7241159305981,3.13061046740139,67.67696537808474,1.008565745194265,3,1,1,1500
ba1,-0.02170454242735874,2.557509037337465e-4,0.0021059284081045137,-0.025596845892629384,-0.02302579731365858,-0.021553692277095637,-0.020316404894502014,-0.01769407234505394,67.80361545061433,1.011698883139974,-0.025,1,1,1500
r0,3.799872540432308,0.054208808254260665,0.5007861453193383,2.923996282213976,3.419722090193619,3.7853842092309398,4.102290081207247,4.968901419566524,85.34240769182232,0.9999554264148495,3,1,2,1500
ba1,-0.028783397407180406,2.2320597685764496e-4,0.0021836604329386854,-0.0329366354545933,-0.030281085653211262,-0.028694262766355633,-0.027294265558794824,-0.024614676862675405,95.71027642319825,0.9984768506612182,-0.025,1,2,1500
r0,2.9854650400301557,0.03926547312336127,0.3670337411584866,2.3836311511670254,2.744765104810358,2.9114705087619717,3.2170531832370366,3.7369555319868994,87.37562823993586,1.0436428645736222,3,1,3,1500
ba1,-0.025066893083625204,1.8679438696844126e-4,0.0019822010111861426,-0.028789034484003946,-0.02640837875421523,-0.024855347253928073,-0.023748260283273478,-0.021502445878124544,112.60761049898906,1.0307880056617411,-0.025,1,3,1500
r0,2.7107427626499794,0.04348233173230038,0.36025162308192177,2.1332910976066075,2.4515935858007225,2.6714996872310124,2.902051229572753,3.4540545072674145,68.64141732065134,1.0196017781528277,3,1,4,1500
ba1,-0.02308581228684649,2.4642181901529133e-4,0.0021440429237699512,-0.027444772362386263,-0.024428872117947455,-0.022972983850958053,-0.021512003332859644,-0.019272599211153763,75.70222307613359,1.0200470483995139,-0.025,1,4,1500
r0,3.357551013140323,0.047577518305679085,0.44245758355669257,2.602514156555743,3.046848561369882,3.3285283850781706,3.635107189298274,4.33838906184803,86.48478622189114,1.0542960244892599,3,1,5,1500
ba1,-0.02699524551988917,2.2335725126918947e-4,0.0021407949233046937,-0.031114749770658347,-0.028338746701597098,-0.02698194475052883,-0.025511533783432815,-0.023110692240449378,91.86498737342004,1.0477704101021457,-0.025,1,5,1500
r0,2.8401920401889855,0.04694184421580679,0.41923621377347586,2.1703222836182134,2.548279711003401,2.8067944520449717,3.102515630666028,3.775944094050643,79.76222945493012,1.0350181955528328,3,1,1,1700
ba1,-0.024080176928761618,2.652421586456755e-4,0.0024028183433523705,-0.029052188954547472,-0.025656539626302623,-0.02408061093840272,-0.02252001359891546,-0.019561062806705908,82.06477252964041,1.0384635018601618,-0.025,1,1,1700
r0,3.007743393962229,0.06763533711990254,0.3898493349960885,2.365009109204549,2.76560680999165,2.971724083217598,3.183600824102835,4.199746531646013,33.22356848063663,1.1393256852692426,3,1,2,1700
ba1,-0.024871615863978888,3.453659851208804e-4,0.002049148708781031,-0.030268706637140926,-0.0259598784869784,-0.02478118574942139,-0.023549760622745563,-0.021329225668482842,35.20366094708539,1.135247640185163,-0.025,1,2,1700
r0,2.718660380121395,0.05408615057871127,0.38210625635625867,2.101637445717844,2.4539184138735948,2.687623979627291,2.934271076690057,3.826104193971927,49.91098621184772,1.1010125378423583,3,1,3,1700
ba1,-0.02408595477561011,3.160953807164382e-4,0.002276353597541462,-0.029948970669598562,-0.025510939897817393,-0.023961330569551204,-0.022563223200998316,-0.02011120083812612,51.86127022996672,1.0987641747239731,-0.025,1,3,1700
r0,2.2417650301034002,0.03526441208295702,0.3082163557897394,1.7768592429430394,2.0208508046832474,2.1845706181740967,2.426522657740308,2.8895672779389083,76.39027383370417,1.0467039776638294,3,1,4,1700
ba1,-0.020179321295803052,2.3855291397812187e-4,0.002257417786191008,-0.02469666025161296,-0.021685762235744265,-0.02005703137847183,-0.01854627302844938,-0.01636040198965695,89.54769949601436,1.0351484796818478,-0.025,1,4,1700
r0,3.0210717931052797,0.049653124416916425,0.3739687333587331,2.216488003920236,2.773532127785394,3.03238950214001,3.2571185235810676,3.7044470032193564,56.725381260250415,1.0608830439773285,3,1,5,1700
ba1,-0.02459925299453459,2.90215469939082e-4,0.0021247945823045,-0.0284497710294476,-0.026206491026602302,-0.02469213751803373,-0.023298741374854267,-0.01960098238752816,53.603455018768344,1.0652031150222911,-0.025,1,5,1700
r0,2.871080957089673,0.05512314536340858,0.36237182573782895,2.304022173299458,2.594325678837892,2.831088973140486,3.1201186357086264,3.749095977139622,43.21563180752729,1.1006655197450186,3,1,1,1900
ba1,-0.023540087635384212,3.065416958465227e-4,0.002058544783133205,-0.027703825829880107,-0.02505392002457337,-0.02349661595627988,-0.022024076801970542,-0.019945091130565227,45.096364019546655,1.0968433112615645,-0.025,1,1,1900
r0,3.3312961461246426,0.04497348077293235,0.3826159438335538,2.641667243192031,3.049365033079913,3.311594232780158,3.592536633087467,4.117098467195986,72.37909084083324,1.063547640774005,3,1,2,1900
ba1,-0.026846487264713285,2.2644852514394764e-4,0.0018715803226135904,-0.03053677571814845,-0.02824808235940537,-0.02683387747979174,-0.025530114859796497,-0.02333491310231753,68.3090032081492,1.0657736459518563,-0.025,1,2,1900
r0,3.3092138179001918,0.04939019663622916,0.390781205986561,2.6471996444181256,3.0188140455312054,3.2788871743177577,3.609891941606141,4.080591759615138,62.601656792097025,1.0511057410041416,3,1,3,1900
ba1,-0.026788964137356375,2.4426603116292444e-4,0.00194346139203655,-0.030492970455418857,-0.02818163682222722,-0.026762569803362,-0.025544200372007053,-0.023155019883094565,63.3032027241093,1.053829067801353,-0.025,1,3,1900
r0,2.3119686989542365,0.027313311173477187,0.23300848906629792,1.8834678052168699,2.14530630308348,2.2960440814156335,2.457657123838035,2.7993276755826564,72.77710609777016,1.024064638507882,3,1,4,1900
ba1,-0.02033307590766242,2.0105452503605266e-4,0.001683019605170897,-0.023539278961851873,-0.021460046153703186,-0.020341891193997493,-0.01927292222917744,-0.016897074609542782,70.072989497488,1.0223839949422648,-0.025,1,4,1900
r0,2.995156250562265,0.0432043314689321,0.43617877102854574,2.2548572224772783,2.6747077968616413,2.951277700422711,3.3264236729500554,3.933264076333752,101.92353321714393,1.0652881420892337,3,1,5,1900
ba1,-0.024714352790509243,2.264768472576938e-4,0.00239040391761781,-0.029167430843065847,-0.026483227669470852,-0.024717373669996556,-0.022940503679655985,-0.02015118343201519,111.40250652851599,1.0620328605751748,-0.025,1,5,1900
r0,2.6366585554388986,0.038928739089066244,0.2841734238233031,2.105077631975447,2.4454607877714882,2.6413693509931315,2.8354693961126283,3.160383581670918,53.28761042222804,1.1017345079884149,3,1,1,2100
ba1,-0.022825043655786997,2.508819093056364e-4,0.0018121018170359695,-0.0259210910515109,-0.024142547775242326,-0.022923111372635516,-0.021729898179813804,-0.018847517831103704,52.17068023419112,1.1065146251677729,-0.025,1,1,2100
r0,2.7176985142705385,0.030752750507077445,0.27340824051740037,2.223980084048896,2.5053803972154984,2.7214071435925273,2.94688884898282,3.1838071223443385,79.04151763976192,1.0597489876661812,3,1,2,2100
ba1,-0.02320828852783489,1.8973841383801405e-4,0.0016886252097718045,-0.026082537184581922,-0.024576114763150213,-0.02323149305295861,-0.02198566639319871,-0.01989378306966135,79.20562147283641,1.060629441956397,-0.025,1,2,2100
r0,2.6858468679633494,0.03054135959663097,0.27042005759645477,2.230356877709623,2.47301703126878,2.6528806976968657,2.8669322053304054,3.258641766891399,78.39729334756092,1.0265965449198073,3,1,3,2100
ba1,-0.022914744684601588,1.7914554164973932e-4,0.0016448477645817279,-0.026195016832875832,-0.02405854027660552,-0.022781265270587416,-0.021678412138479583,-0.020136946672542663,84.30229716835638,1.025555207479454,-0.025,1,3,2100
r0,2.4246574569335815,0.02054690006216837,0.22260396305541275,2.0278645944372116,2.269844533400966,2.3999256402120457,2.5805965899248173,2.8906758075487247,117.37434091658002,1.0133403194957575,3,1,4,2100
ba1,-0.021356902974473183,1.3610311015750619e-4,0.0015282369375168438,-0.02423657852788874,-0.02242277085739044,-0.02125153543496752,-0.0202862302984647,-0.018535054339371054,126.07973449392648,1.015009655370748,-0.025,1,4,2100
r0,3.1764578075932595,0.04364938545453912,0.3570815820116998,2.5283294982481164,2.9168014383658862,3.1522924336190075,3.4702265395280047,3.9214588315223557,66.92349805360682,1.0782742525131324,3,1,5,2100
ba1,-0.025634005451221603,2.2242761548517737e-4,0.0018722818055969183,-0.02921164772179165,-0.02717564570538278,-0.025701728871980634,-0.02433271869340684,-0.02212022900361978,70.85410584847945,1.0726689847956137,-0.025,1,5,2100
r0,3.2462621363513273,0.038712862227734034,0.3190875947553912,2.731161543466324,2.996985510948932,3.2333711379488412,3.430015254138195,3.9334257042763756,67.93745546526415,1.0620769836659885,3,1,1,2300
ba1,-0.026216673958745128,1.8941418735147843e-4,0.0016021530998977529,-0.029613420097747468,-0.02727403669912945,-0.026194260302119625,-0.024993221786802862,-0.02332060748912784,71.54561458754895,1.058956274466044,-0.025,1,1,2300
r0,3.1879627324645874,0.04219057237533104,0.29660548879106025,2.618229287104902,2.9835893991884506,3.161072674292425,3.3621379892574224,3.828924603176095,49.422821201289445,1.0529203667894405,3,1,2,2300
ba1,-0.02567165615040458,2.059516217289893e-4,0.001528967517775261,-0.02883741873912192,-0.026613460135730807,-0.0255666486936093,-0.024735145275962635,-0.022661310519970418,55.11452718866612,1.04682023447194,-0.025,1,2,2300
r0,3.0992094594741837,0.04507836898556889,0.36183160301798584,2.383990417660476,2.870519543938194,3.1171464336251438,3.329251166875759,3.8077130298137725,64.42828991035722,1.0327297350240339,3,1,3,2300
ba1,-0.02616293487966706,2.412539646414014e-4,0.0019445930044979353,-0.029530631932661172,-0.027427179905865344,-0.026504857632764632,-0.02506362479829837,-0.022075003021937788,64.9693497436126,1.0310871280215546,-0.025,1,3,2300
r0,3.609605201735298,0.0505742771495224,0.3911672075373282,2.9547364448273927,3.3379347025398514,3.5997200692641713,3.867751493972179,4.4142319829957195,59.82263123160821,1.0569321742576692,3,1,4,2300
ba1,-0.02769921861966109,2.2284205909958786e-4,0.001821311215804937,-0.031135501426233468,-0.028923177688258098,-0.0277583387240646,-0.026520934463881422,-0.0242318678307601,66.7996210146967,1.0520899537953117,-0.025,1,4,2300
r0,3.0832421568478305,0.04444024649474286,0.30272451502639186,2.5466809658464244,2.871135258646782,3.0656130382086726,3.304680358971786,3.662066846378263,46.4025947191265,1.0603074550671292,3,1,5,2300
ba1,-0.025447994624952595,2.0740957144610046e-4,0.0015980804949770398,-0.028524433300543543,-0.026575536805284978,-0.025444800473492152,-0.024434558978073423,-0.022652726687053225,59.3662632296741,1.0500821856524158,-0.025,1,5,2300
r0,2.9925890403502873,0.035417299094020784,0.3155574941138688,2.4042895791865493,2.766868389563926,2.97172215644546,3.2216922935182857,3.650672183141617,79.3827462290792,1.0084680229528398,3,1,1,2500
ba1,-0.02482563946649552,1.8900358050223312e-4,0.0017526838821059385,-0.028593087599547484,-0.026127909292084722,-0.024757941032712293,-0.023596338893343692,-0.021409656860343858,85.99379644805526,1.0049912394193348,-0.025,1,1,2500
r0,3.07681586957648,0.044454806757235586,0.3211560085409827,2.504149886403102,2.8410754271546432,3.0555708948923255,3.3048719809451,3.737200134397057,52.190883638535546,1.0707328984453721,3,1,2,2500
ba1,-0.025313631368821695,2.446515501533701e-4,0.0017207786805455683,-0.028452412702939012,-0.02661609448906712,-0.025359071903994026,-0.024116378301977263,-0.022039206599485203,49.47138736250244,1.0702060781828155,-0.025,1,2,2500
r0,3.157472664920893,0.032451897572019744,0.3043645880142628,2.5913742041000156,2.9683642643501225,3.1399504373524003,3.313204059510884,3.8488722976785965,87.96462407607041,1.0395287016173607,3,1,3,2500
ba1,-0.025953729479962134,1.721772547146836e-4,0.0015880184657408067,-0.029101429297186437,-0.026928853323625306,-0.025931410589227634,-0.025016620718259296,-0.022654436421858118,85.06669079345528,1.0383453682514705,-0.025,1,3,2500
r0,2.8785653457379237,0.027996819278508223,0.31223294181038597,2.357050952715442,2.6175492968785417,2.910952203924687,3.08124328243891,3.4756229484165453,124.37699333353414,1.0133784275172892,3,1,4,2500
ba1,-0.024087425697303495,1.6612029486897403e-4,0.0018281621735022967,-0.02722077989263658,-0.025368150162542794,-0.024301893346691084,-0.022575007176811233,-0.02093384652076295,121.11112847760704,1.0171779239938166,-0.025,1,4,2500
r0,2.785074523023813,0.03476233354927044,0.280377938918198,2.308065913170058,2.595218524715976,2.7753708524052083,2.955969207919336,3.421883966045351,65.05337502233542,1.046206087409164,3,1,5,2500
ba1,-0.023716482103414427,1.9379686135523536e-4,0.0016408947903359557,-0.027181706237060448,-0.024721138323696046,-0.02367444786061481,-0.022622783598788228,-0.020669419073541077,71.69155395687532,1.0441925185105962,-0.025,1,5,2500
r0,2.9438055572199553,0.02643416563912079,0.28224592108401825,2.458832672942059,2.7141729295913137,2.920982565505021,3.163428549850481,3.4828306278636103,114.00506190469699,1.0062378257705202,3,1,1,3000
